transactionid,transactiondate,customerid,productid,storeid,campaignid,totalamount,quantitysold,paymentmethod,salesrepresentative,unit_price
4149,2024-11-24,1043,2098,405,0,1423.11,3,Debit Card,M. Chen,474.36999999999995
4150,2024-12-26,1037,2097,404,3,775.96,2,Apple Pay,M. Chen,387.98
4151,2024-11-09,1166,2020,403,4,1293.42,1,Apple Pay,S. Patel,1293.42
4152,2025-03-14,1008,2019,403,0,4957.68,3,PayPal,J. Alvarez,1652.5600000000002
4153,2024-01-13,1059,2089,401,3,2460.08,4,Credit Card,M. Chen,615.02
4154,2025-09-19,1201,2012,401,3,1367.54,2,Debit Card,R. Johnson,683.77
4155,2025-02-13,1346,2071,402,4,2839.56,2,Cash,L. Martinez,1419.78
4156,2024-11-05,1036,2093,401,4,414.98,2,Cash,D. Williams,207.49
4157,2024-01-05,1000,2023,403,0,7311.88,4,PayPal,A. Torres,1827.97
4158,2024-06-24,1022,2008,403,0,1159.15,1,Credit Card,J. Alvarez,1159.15
4159,2025-06-26,1358,2105,401,1,745.98,3,PayPal,J. Alvarez,248.66
4160,2024-12-05,1387,2076,405,0,1256.39,1,Cash,D. Williams,1256.39
4161,2024-02-17,1046,2048,401,2,280.71,1,PayPal,J. Alvarez,280.71
4162,2025-09-04,1029,2033,402,4,599.98,2,Credit Card,L. Martinez,299.99
4163,2024-10-28,1062,2086,404,4,1726.76,2,PayPal,M. Chen,863.38
4164,2025-09-20,1062,2034,403,1,331.92,3,Apple Pay,J. Alvarez,110.64
4165,2024-10-12,1075,2049,403,0,1080.16,4,PayPal,S. Patel,270.04
4166,2024-11-16,1044,2045,403,1,885.63,3,Apple Pay,J. Alvarez,295.21
4169,2025-06-14,1022,2020,405,0,4434.13,4,Credit Card,A. Torres,1108.5325
4170,2024-11-30,1043,2051,402,0,145.46,1,Apple Pay,K. Nguyen,145.46
4171,2024-04-24,1383,2003,402,0,1708.25,1,PayPal,L. Martinez,1708.25
4172,2024-05-21,1057,2059,402,1,124.04,1,Apple Pay,M. Chen,124.04
4173,2024-11-13,1073,2029,402,4,5015.28,3,Debit Card,K. Nguyen,1671.76
4175,2024-04-25,1289,2026,402,2,5277.48,4,Debit Card,R. Johnson,1319.37
4176,2025-04-06,1030,2032,402,0,965.76,4,Apple Pay,K. Nguyen,241.44
4177,2024-08-15,1338,2095,405,4,907.48,4,PayPal,K. Nguyen,226.87
4178,2024-09-08,1124,2030,405,2,632.84,4,Apple Pay,J. Alvarez,158.21
4180,2024-12-12,1041,2074,404,3,8229.48,6,Cash,L. Martinez,1371.58
4181,2024-06-13,1106,2001,404,3,2802.21,2,Cash,D. Williams,1401.105
4182,2024-08-10,1032,2038,401,0,336.02,2,Credit Card,S. Patel,168.01
4183,2025-05-31,1346,2083,403,1,3892.32,3,PayPal,D. Williams,1297.44
4184,2024-04-27,1055,2090,401,0,400.26,1,Debit Card,M. Chen,400.26
4185,2024-11-30,1073,2000,403,3,2155.06,2,PayPal,L. Martinez,1077.53
4187,2025-11-19,1036,2086,403,1,1726.76,2,Debit Card,M. Chen,863.38
4188,2024-06-09,1004,2033,402,2,1199.96,4,Apple Pay,S. Patel,299.99
4189,2025-06-19,1027,2053,402,2,214.3,2,PayPal,J. Alvarez,107.15
4190,2024-07-14,1098,2072,401,0,2438.37,3,Credit Card,R. Johnson,812.79
4191,2024-04-10,1138,2024,403,3,3593.22,3,Apple Pay,L. Martinez,1197.74
4193,2025-11-19,1026,2012,403,0,2489.51,4,Apple Pay,A. Torres,622.3775
4194,2025-05-08,1395,2006,402,1,1865.57,1,Debit Card,K. Nguyen,1865.57
4195,2024-01-14,1104,2069,401,0,5082.76,4,Credit Card,R. Johnson,1270.69
4196,2024-08-27,1073,2024,401,0,9581.92,8,Apple Pay,R. Johnson,1197.74
4197,2025-07-16,1001,2065,401,1,1830.54,2,Cash,R. Johnson,915.27
4198,2025-08-29,1311,2028,403,0,1417.82,1,Credit Card,M. Chen,1417.82
4199,2025-07-03,1024,2017,403,0,2611.76,4,Debit Card,M. Chen,652.94
4200,2025-01-27,1022,2020,402,3,5173.68,4,Debit Card,L. Martinez,1293.42
4201,2025-08-06,1072,2049,405,4,270.04,1,PayPal,A. Torres,270.04
4202,2024-11-19,1117,2043,403,0,205.16,2,Apple Pay,J. Alvarez,102.58
4203,2024-12-19,1178,2011,404,2,984.8,1,Apple Pay,J. Alvarez,984.8
4204,2024-12-17,1028,2109,404,0,1385.36,4,Cash,R. Johnson,346.34
4205,2025-09-21,1036,2069,402,0,5082.76,4,Credit Card,S. Patel,1270.69
4206,2024-08-20,1073,2036,404,3,254.63,1,Apple Pay,A. Torres,254.63
4207,2024-12-21,1040,2088,405,1,5276.76,4,PayPal,K. Nguyen,1319.19
4208,2024-12-28,1044,2029,405,3,6687.04,4,Debit Card,D. Williams,1671.76
4209,2024-06-14,1009,2102,403,2,662.4,3,Cash,D. Williams,220.79999999999998
4210,2024-05-19,1005,2033,405,2,299.99,1,Debit Card,R. Johnson,299.99
4211,2025-07-06,1003,2024,403,4,4790.96,4,Debit Card,M. Chen,1197.74
4212,2025-07-23,1099,2055,405,3,222.99,1,PayPal,S. Patel,222.99
4213,2024-04-02,1385,2084,402,0,6422.95,7,Apple Pay,D. Williams,917.5642857142857
4214,2025-07-13,1091,2104,401,4,1484.61,3,Credit Card,D. Williams,494.86999999999995
4215,2025-04-16,1207,2033,403,1,533.41,2,Cash,R. Johnson,266.705
4216,2025-07-01,1027,2072,405,0,2438.37,3,Credit Card,S. Patel,812.79
4217,2024-12-17,1173,2068,405,4,3620.48,4,PayPal,K. Nguyen,905.12
4218,2024-09-01,1023,2076,401,4,2512.78,2,PayPal,M. Chen,1256.39
4219,2025-03-19,1098,2100,404,3,187.29,1,Debit Card,S. Patel,187.29
4220,2025-07-25,1041,2078,402,4,1158.25,1,Credit Card,J. Alvarez,1158.25
4221,2025-08-03,1033,2082,405,1,2464.72,2,Apple Pay,R. Johnson,1232.36
4222,2024-12-23,1008,2058,404,2,138.26,1,PayPal,S. Patel,138.26
4223,2024-06-17,1195,2071,403,0,5679.12,4,Apple Pay,J. Alvarez,1419.78
4224,2025-04-02,1104,2045,402,3,295.21,1,Cash,S. Patel,295.21
4225,2024-05-30,1044,2002,404,0,2937.74,2,Credit Card,S. Patel,1468.87
4226,2025-09-10,1003,2031,401,3,522.69,3,Credit Card,D. Williams,174.23000000000002
4227,2024-05-07,1229,2012,401,3,1367.54,2,Debit Card,J. Alvarez,683.77
4228,2025-02-02,1316,2074,403,0,5486.32,4,PayPal,A. Torres,1371.58
4229,2025-01-11,1035,2046,401,0,397.16,2,Apple Pay,M. Chen,198.58
4231,2025-02-22,1289,2061,403,0,3968.31,3,PayPal,S. Patel,1322.77
4232,2025-07-24,1239,2111,405,1,654.06,3,Credit Card,R. Johnson,218.01999999999998
4233,2025-11-17,1106,2098,405,2,1897.48,4,Apple Pay,L. Martinez,474.37
4234,2025-07-07,1106,2001,401,1,1337.57,1,Apple Pay,A. Torres,1337.57
4235,2024-07-05,1026,2060,404,0,2048.84,4,Apple Pay,M. Chen,512.21
4236,2025-02-25,1023,2087,402,0,2896.06,2,PayPal,J. Alvarez,1448.03
4237,2024-03-07,1344,2003,405,0,5442.45,3,Debit Card,A. Torres,1814.1499999999999
4238,2024-11-19,1395,2023,404,4,1827.97,1,Credit Card,S. Patel,1827.97
4239,2024-12-29,1060,2004,404,0,2630.98,2,Apple Pay,R. Johnson,1315.49
4240,2024-08-21,1073,2073,404,0,2183.13,3,Debit Card,L. Martinez,727.71
4241,2025-05-22,1025,2060,401,0,1114.54,2,Debit Card,J. Alvarez,557.27
4242,2024-08-20,1033,2002,405,0,5875.48,4,Debit Card,K. Nguyen,1468.87
4243,2024-03-06,1159,2010,403,0,3297.26,2,Credit Card,D. Williams,1648.63
4244,2024-03-04,1071,2070,405,0,2430.3,2,Cash,D. Williams,1215.15
4245,2025-10-20,1289,2102,405,0,220.8,1,Debit Card,K. Nguyen,220.8
4246,2025-10-15,1275,2018,401,1,4101.52,4,Cash,D. Williams,1025.38
4247,2025-05-06,1352,2087,402,0,1448.03,1,Debit Card,R. Johnson,1448.03
4248,2024-06-04,1045,2018,403,1,2050.76,2,Debit Card,K. Nguyen,1025.38
4249,2024-03-08,1028,2063,404,4,2523.8,2,Credit Card,K. Nguyen,1261.9
4250,2025-08-30,1124,2005,402,0,7337.84,4,PayPal,A. Torres,1834.46
4251,2024-11-29,1022,2081,404,0,2129.11,2,Credit Card,M. Chen,1064.555
4252,2024-08-01,1009,2085,402,0,996.13,1,Cash,R. Johnson,996.13
4253,2025-11-08,1036,2046,402,4,178.97,1,Cash,S. Patel,178.97
4254,2024-03-01,1395,2024,401,3,3593.22,3,PayPal,S. Patel,1197.74
4255,2025-08-24,1124,2035,401,0,744.16,4,Credit Card,K. Nguyen,186.04
4256,2024-06-10,1371,2079,402,0,3442.41,3,Credit Card,R. Johnson,1147.47
4257,2025-08-07,1035,2048,405,3,842.13,3,Debit Card,J. Alvarez,280.71
4258,2025-01-16,1030,2070,401,3,1215.15,1,Apple Pay,K. Nguyen,1215.15
4259,2025-08-15,1076,2023,405,2,7311.88,4,Cash,D. Williams,1827.97
4260,2025-01-11,1114,2045,403,2,295.21,1,Credit Card,M. Chen,295.21
4261,2024-06-02,1049,2066,403,3,1723.23,3,Credit Card,R. Johnson,574.41
4262,2024-07-15,1035,2012,405,2,2051.31,3,Cash,S. Patel,683.77
4263,2025-06-06,1065,2070,401,3,3645.45,3,Debit Card,J. Alvarez,1215.1499999999999
4264,2025-07-26,1041,2002,403,1,5875.48,4,Debit Card,J. Alvarez,1468.87
4265,2025-08-29,1032,2114,402,4,1159.96,4,Apple Pay,S. Patel,289.99
4266,2025-11-10,1173,2115,402,4,943.98,3,Debit Card,J. Alvarez,314.66
4267,2024-07-14,1114,2109,401,4,692.68,2,Credit Card,S. Patel,346.34
4268,2025-03-02,1024,2053,405,0,107.15,1,Credit Card,M. Chen,107.15
4269,2025-05-24,1001,2080,403,1,2448.78,3,Apple Pay,A. Torres,816.2600000000001
4270,2024-09-28,1099,2118,401,0,741.52,2,Credit Card,R. Johnson,370.76
4271,2024-05-16,1111,2025,404,1,926.11,1,Debit Card,A. Torres,926.11
4272,2024-07-01,1148,2012,403,0,683.77,1,Debit Card,A. Torres,683.77
4273,2024-11-07,1026,2095,404,0,680.61,3,Cash,D. Williams,226.87
4274,2024-12-07,1346,2049,405,1,810.12,3,Cash,J. Alvarez,270.04
4275,2025-03-21,1173,2025,402,0,6438.66,6,PayPal,J. Alvarez,1073.11
4276,2024-12-15,1126,2034,403,2,221.28,2,Credit Card,J. Alvarez,110.64
4277,2025-04-03,1025,2055,402,4,891.96,4,PayPal,M. Chen,222.99
4278,2024-05-05,1003,2010,402,0,4945.89,3,Apple Pay,J. Alvarez,1648.63
4279,2024-08-03,1038,2041,401,0,109.49,1,Credit Card,D. Williams,109.49
4280,2025-05-25,1179,2015,402,0,5796.64,4,Apple Pay,R. Johnson,1449.16
4281,2024-06-18,1072,2008,401,3,1159.15,1,PayPal,R. Johnson,1159.15
4282,2024-05-15,1254,2095,405,4,907.48,4,Apple Pay,L. Martinez,226.87
4283,2024-04-18,1055,2041,404,3,328.47,3,Cash,D. Williams,109.49000000000001
4284,2025-10-08,1192,2107,401,4,654.68,4,Debit Card,L. Martinez,163.67
4286,2024-11-15,1154,2065,402,2,1830.54,2,Cash,K. Nguyen,915.27
4287,2025-04-04,1213,2036,401,0,1018.52,4,Cash,M. Chen,254.63
4288,2025-06-21,1007,2000,404,4,2155.06,2,Credit Card,L. Martinez,1077.53
4289,2024-11-03,1124,2031,403,0,522.69,3,Debit Card,J. Alvarez,174.23000000000002
4290,2024-09-18,1146,2091,405,1,451.21,1,PayPal,R. Johnson,451.21
4291,2024-03-11,1062,2009,404,0,2788.42,3,Debit Card,S. Patel,929.4733333333334
4295,2025-01-15,1088,2072,401,3,4063.95,5,Debit Card,S. Patel,812.79
4296,2025-06-12,1173,2097,404,0,1551.92,4,PayPal,R. Johnson,387.98
4297,2024-03-13,1009,2035,404,0,372.08,2,Debit Card,L. Martinez,186.04
4298,2024-04-23,1045,2037,405,3,729.51,3,PayPal,A. Torres,243.17
4299,2024-12-24,1026,2083,404,0,3892.32,3,Credit Card,J. Alvarez,1297.44
4300,2024-02-11,1015,2002,403,0,5875.48,4,Debit Card,K. Nguyen,1468.87
4301,2025-03-17,1111,2000,402,4,934.45,1,Cash,M. Chen,934.45
4302,2025-03-26,1297,2054,405,2,347.7,3,Cash,D. Williams,115.89999999999999
4303,2024-03-02,1025,2060,403,0,557.27,1,Credit Card,A. Torres,557.27
4304,2024-06-25,1016,2063,404,1,2523.8,2,Debit Card,J. Alvarez,1261.9
4305,2024-03-02,1059,2080,405,1,2252.56,3,PayPal,R. Johnson,750.8533333333334
4306,2025-08-09,1112,2014,404,3,4200.4,4,Apple Pay,R. Johnson,1050.1
4307,2025-11-23,1227,2032,404,3,241.44,1,Apple Pay,K. Nguyen,241.44
4308,2025-11-23,1000,2008,401,4,1159.15,1,PayPal,R. Johnson,1159.15
4309,2025-11-13,1114,2013,403,3,4228.89,3,Credit Card,A. Torres,1409.63
4310,2024-03-28,1108,2080,405,3,2448.78,3,Debit Card,J. Alvarez,816.2600000000001
4311,2024-03-20,1040,2040,402,2,611.64,3,Debit Card,K. Nguyen,203.88
4312,2025-07-30,1213,2010,401,4,3297.26,2,Debit Card,K. Nguyen,1648.63
4313,2024-08-27,1022,2113,404,1,323.07,1,Credit Card,A. Torres,323.07
4314,2024-12-30,1040,2081,401,2,3637.14,3,Debit Card,K. Nguyen,1212.3799999999999
4315,2025-09-04,1028,2069,401,3,2541.38,2,Apple Pay,S. Patel,1270.69
4318,2024-10-10,1168,2003,403,0,7875.04,4,Debit Card,S. Patel,1968.76
4319,2025-07-08,1044,2042,404,1,608.52,3,Credit Card,D. Williams,202.84
4320,2024-09-16,1071,2064,403,0,3522.39,3,Debit Card,D. Williams,1174.1299999999999
4321,2025-06-16,1035,2069,401,2,5082.76,4,Debit Card,S. Patel,1270.69
4322,2025-03-22,1046,2017,403,0,1958.82,3,Credit Card,S. Patel,652.9399999999999
4323,2025-05-04,1043,2101,402,0,358.86,1,Apple Pay,R. Johnson,358.86
4324,2024-09-18,1114,2043,405,0,307.74,3,Credit Card,M. Chen,102.58
4325,2024-06-19,1025,2060,404,0,557.27,1,Credit Card,R. Johnson,557.27
4326,2024-07-10,1009,2006,402,0,7462.28,4,Cash,L. Martinez,1865.57
4327,2025-06-28,1053,2046,405,3,794.32,4,Apple Pay,R. Johnson,198.58
4328,2024-01-18,1003,2048,405,4,1122.84,4,Apple Pay,M. Chen,280.71
4329,2024-08-17,1015,2100,404,1,749.16,4,Cash,A. Torres,187.29
4330,2024-05-03,1091,2096,405,3,268.4,1,Apple Pay,J. Alvarez,268.4
4331,2025-11-28,1072,2025,401,0,3219.33,3,Credit Card,D. Williams,1073.11
4332,2024-07-30,1009,2111,402,1,405.43,2,Credit Card,A. Torres,202.715
4333,2024-05-05,1073,2038,405,0,168.01,1,Apple Pay,J. Alvarez,168.01
4334,2025-08-18,1304,2013,405,2,5638.52,4,Cash,M. Chen,1409.63
4335,2025-11-21,1075,2087,402,3,5792.12,4,Credit Card,S. Patel,1448.03
4336,2024-06-13,1111,2052,404,0,208.77,1,Apple Pay,R. Johnson,208.77
4337,2024-09-02,1046,2019,405,3,1652.56,1,Debit Card,M. Chen,1652.56
4338,2025-05-09,1064,2053,405,2,428.6,4,Cash,S. Patel,107.15
4339,2024-03-25,1066,2054,402,3,347.7,3,Debit Card,L. Martinez,115.89999999999999
4340,2024-06-09,1023,2052,402,3,835.08,4,PayPal,D. Williams,208.77
4341,2025-05-12,1267,2108,401,0,1432.52,4,Apple Pay,M. Chen,358.13
4342,2025-07-01,1048,2078,404,0,4118.8,4,Cash,A. Torres,1029.7
4344,2024-12-16,1005,2111,403,4,218.02,1,Debit Card,L. Martinez,218.02
4345,2025-02-02,1121,2068,404,2,2715.36,3,Apple Pay,K. Nguyen,905.12
4346,2025-05-08,1289,2076,402,0,1082.31,1,Cash,A. Torres,1082.31
4347,2024-07-07,1024,2061,405,4,3968.31,3,Credit Card,M. Chen,1322.77
4348,2024-07-13,1003,2018,402,3,3076.14,3,Credit Card,D. Williams,1025.3799999999999
4349,2024-08-30,1037,2112,401,4,1328.58,4,PayPal,A. Torres,332.145
4350,2024-08-30,1003,2078,404,3,2316.5,2,Credit Card,A. Torres,1158.25
4351,2025-04-25,1064,2016,404,0,4764.99,4,Apple Pay,L. Martinez,1191.2475
4352,2025-11-12,1015,2038,403,3,840.05,5,Debit Card,J. Alvarez,168.01
4353,2025-11-14,1073,2015,404,4,1449.16,1,Cash,D. Williams,1449.16
4354,2025-11-05,1270,2063,405,0,5047.6,4,Credit Card,K. Nguyen,1261.9
4355,2024-06-08,1030,2051,401,0,581.84,4,Cash,R. Johnson,145.46
4356,2025-03-12,1315,2021,402,1,6550.2,4,Debit Card,S. Patel,1637.55
4357,2025-03-15,1104,2104,401,0,494.87,1,Credit Card,S. Patel,494.87
4358,2024-11-27,1114,2101,404,0,717.72,2,PayPal,S. Patel,358.86
4359,2025-08-01,1057,2033,405,3,899.97,3,Credit Card,K. Nguyen,299.99
4360,2025-06-07,1172,2104,404,3,1484.61,3,Credit Card,D. Williams,494.86999999999995
4361,2024-08-08,1394,2047,401,0,444.6,4,Cash,L. Martinez,111.15
4362,2025-11-15,1124,2082,401,3,3697.08,3,Cash,A. Torres,1232.36
4363,2024-11-15,1048,2068,401,0,1678.72,2,Credit Card,R. Johnson,839.36
4365,2025-01-23,1091,2063,404,3,2523.8,2,PayPal,J. Alvarez,1261.9
4366,2025-11-20,1033,2019,402,2,1652.56,1,Debit Card,L. Martinez,1652.56
4367,2024-09-22,1036,2048,401,1,561.42,2,Apple Pay,R. Johnson,280.71
4368,2025-09-12,1050,2051,402,0,581.84,4,PayPal,A. Torres,145.46
4369,2024-07-10,1006,2095,401,3,680.61,3,PayPal,L. Martinez,226.87
4370,2025-01-15,1106,2085,402,0,2126.61,2,Debit Card,S. Patel,1063.305
4371,2024-07-30,1200,2016,403,0,1265.73,1,Credit Card,L. Martinez,1265.73
4372,2025-11-10,1323,2037,404,0,486.34,2,PayPal,K. Nguyen,243.17
4373,2024-02-21,1004,2099,403,0,1492.65,3,Apple Pay,D. Williams,497.55
4374,2024-04-22,1051,2017,402,2,1786.06,3,Apple Pay,D. Williams,595.3533333333334
4376,2025-08-30,1098,2024,403,3,3166.91,3,Credit Card,L. Martinez,1055.6366666666665
4377,2025-09-24,1046,2029,401,2,6687.04,4,PayPal,M. Chen,1671.76
4378,2024-11-27,1021,2003,405,4,7875.04,4,Credit Card,K. Nguyen,1968.76
4379,2024-05-22,1364,2002,405,0,4406.61,3,Cash,R. Johnson,1468.87
4380,2025-08-02,1243,2036,405,0,509.26,2,PayPal,M. Chen,254.63
4381,2024-12-14,1274,2045,403,2,295.21,1,Cash,S. Patel,295.21
4382,2025-11-15,1035,2027,405,2,5135.43,3,Cash,A. Torres,1711.8100000000002
4383,2024-03-09,1050,2081,401,2,2424.76,2,Debit Card,K. Nguyen,1212.38
4384,2025-07-09,1320,2111,401,4,436.04,2,Cash,M. Chen,218.02
4385,2024-12-03,1043,2070,403,4,4860.6,4,PayPal,L. Martinez,1215.15
4386,2025-04-13,1042,2044,401,0,281.3,1,Debit Card,L. Martinez,281.3
4387,2025-07-30,1028,2104,404,0,1979.48,4,Cash,A. Torres,494.87
4389,2024-11-19,1334,2085,403,3,3483.93,3,PayPal,K. Nguyen,1161.31
4390,2024-07-30,1254,2022,403,0,5969.8,4,Credit Card,J. Alvarez,1492.45
4391,2024-12-31,1005,2034,401,0,193.08,2,Credit Card,L. Martinez,96.54
4392,2025-08-14,1055,2084,405,2,3892.36,4,Apple Pay,D. Williams,973.09
4393,2025-06-09,1124,2005,404,0,7337.84,4,Credit Card,S. Patel,1834.46
4394,2024-02-03,1042,2004,402,3,5261.96,4,PayPal,M. Chen,1315.49
4395,2024-04-17,1032,2044,403,2,1125.2,4,Debit Card,R. Johnson,281.3
4396,2024-11-24,1032,2044,404,2,281.3,1,Cash,L. Martinez,281.3
4397,2024-05-20,1016,2012,404,2,1367.54,2,Debit Card,J. Alvarez,683.77
4398,2025-06-30,1149,2054,402,0,463.6,4,Debit Card,M. Chen,115.9
4399,2025-03-24,1045,2022,403,2,1492.45,1,Cash,M. Chen,1492.45
4400,2024-05-13,1020,2022,405,1,5551.95,4,Credit Card,L. Martinez,1387.9875
4401,2024-12-21,1074,2086,405,3,2590.14,3,Debit Card,L. Martinez,863.38
4402,2025-07-06,1088,2013,402,4,4228.89,3,Apple Pay,A. Torres,1409.63
4403,2025-07-24,1001,2069,401,3,5082.76,4,PayPal,M. Chen,1270.69
4404,2024-10-21,1033,2086,404,2,1726.76,2,Debit Card,L. Martinez,863.38
4405,2025-06-15,1062,2018,404,0,3076.14,3,Credit Card,S. Patel,1025.3799999999999
4406,2024-05-24,1033,2076,404,0,5025.56,4,Apple Pay,D. Williams,1256.39
4407,2025-08-21,1124,2016,404,0,3797.19,3,Cash,S. Patel,1265.73
4409,2024-10-25,1206,2091,405,0,1804.84,4,PayPal,J. Alvarez,451.21
4410,2024-07-21,1055,2049,404,4,810.12,3,PayPal,K. Nguyen,270.04
4411,2025-11-17,1006,2023,403,1,3655.94,2,PayPal,L. Martinez,1827.97
4412,2025-03-06,1015,2117,405,2,735.52,4,Cash,R. Johnson,183.88
4413,2024-09-17,1202,2053,404,0,321.45,3,PayPal,L. Martinez,107.14999999999999
4414,2024-05-04,1289,2064,401,3,2348.26,2,Apple Pay,R. Johnson,1174.13
4415,2025-07-10,1395,2094,403,0,1059.96,3,PayPal,R. Johnson,353.32
4416,2025-06-09,1075,2019,404,1,4263.73,3,PayPal,K. Nguyen,1421.243333333333
4417,2025-05-13,1071,2009,402,0,3223.14,3,PayPal,D. Williams,1074.3799999999999
4418,2024-08-14,1073,2089,401,0,1845.06,3,PayPal,A. Torres,615.02
4419,2024-12-06,1020,2009,403,4,7520.66,7,PayPal,R. Johnson,1074.3799999999999
4420,2024-06-13,1035,2045,405,0,885.63,3,PayPal,L. Martinez,295.21
4421,2024-01-26,1104,2016,405,1,3797.19,3,PayPal,L. Martinez,1265.73
4422,2025-07-13,1039,2050,402,0,717.66,3,Credit Card,K. Nguyen,239.22
4423,2025-11-07,1001,2050,403,1,478.44,2,Credit Card,D. Williams,239.22
4424,2025-05-15,1035,2013,405,0,5638.52,4,Cash,K. Nguyen,1409.63
4425,2024-12-18,1007,2026,402,3,3958.11,3,Apple Pay,J. Alvarez,1319.3700000000001
4426,2024-11-12,1009,2109,405,4,692.68,2,Credit Card,L. Martinez,346.34
4427,2024-10-30,1018,2090,401,2,800.52,2,Credit Card,R. Johnson,400.26
4428,2024-04-21,1062,2042,405,1,202.84,1,Apple Pay,D. Williams,202.84
4429,2024-05-24,1039,2053,401,3,214.3,2,Cash,J. Alvarez,107.15
4430,2024-05-05,1131,2011,403,0,1969.6,2,Credit Card,A. Torres,984.8
4431,2025-06-04,1254,2049,405,0,540.08,2,Debit Card,A. Torres,270.04
4432,2024-08-30,1394,2022,405,4,5969.8,4,Cash,J. Alvarez,1492.45
4433,2024-06-05,1046,2093,403,0,207.49,1,Cash,A. Torres,207.49
4434,2024-07-03,1043,2093,404,0,207.49,1,Cash,R. Johnson,207.49
4435,2024-03-23,1114,2027,403,1,5135.43,3,PayPal,R. Johnson,1711.8100000000002
4436,2025-11-24,1111,2026,402,3,1319.37,1,Credit Card,L. Martinez,1319.37
4437,2024-06-24,1048,2021,402,0,3013.74,2,Apple Pay,A. Torres,1506.87
4438,2024-12-22,1026,2097,401,1,387.98,1,Apple Pay,K. Nguyen,387.98
4439,2025-11-02,1018,2017,402,0,2611.76,4,PayPal,A. Torres,652.94
4440,2024-09-10,1201,2025,404,1,3919.2,4,Cash,D. Williams,979.8
4441,2024-06-27,1042,2055,401,4,668.97,3,Debit Card,L. Martinez,222.99
4442,2024-11-27,1346,2108,401,4,995.67,3,PayPal,D. Williams,331.89
4443,2024-09-29,1042,2003,401,2,5906.28,3,PayPal,R. Johnson,1968.76
4444,2025-10-09,1007,2012,404,0,588.62,1,PayPal,L. Martinez,588.62
4445,2024-07-23,1270,2004,404,0,2630.98,2,Cash,K. Nguyen,1315.49
4446,2025-01-25,1390,2067,401,2,1340.7,1,Credit Card,L. Martinez,1340.7
4447,2025-10-23,1073,2082,405,4,4929.44,4,Apple Pay,S. Patel,1232.36
4448,2024-08-01,1006,2037,405,0,1215.85,5,Apple Pay,A. Torres,243.17
4449,2024-05-30,1346,2049,402,1,1080.16,4,Apple Pay,D. Williams,270.04
4450,2024-11-30,1339,2009,401,1,3223.14,3,PayPal,D. Williams,1074.3799999999999
4451,2024-04-18,1143,2080,405,0,816.26,1,Credit Card,M. Chen,816.26
4452,2024-12-19,1168,2093,405,4,829.96,4,Cash,S. Patel,207.49
4453,2024-06-12,1316,2005,405,2,5503.38,3,Credit Card,L. Martinez,1834.46
4454,2025-01-17,1193,2042,403,1,811.36,4,Apple Pay,A. Torres,202.84
4455,2024-06-26,1316,2094,402,4,1213.02,3,Apple Pay,S. Patel,404.34
4457,2025-07-05,1051,2000,405,4,2155.06,2,Cash,S. Patel,1077.53
4458,2025-03-03,1064,2037,405,3,905.7,4,PayPal,R. Johnson,226.425
4459,2024-03-20,1342,2028,402,0,1417.82,1,Apple Pay,M. Chen,1417.82
4460,2025-03-10,1045,2021,404,0,3275.1,2,PayPal,D. Williams,1637.55
4461,2024-08-25,1124,2028,401,0,5304.1,4,Cash,D. Williams,1326.025
4462,2025-02-21,1051,2023,401,0,1827.97,1,Apple Pay,S. Patel,1827.97
4463,2024-07-19,1021,2020,402,1,2586.84,2,Cash,M. Chen,1293.42
4464,2024-09-05,1023,2097,403,4,1163.94,3,Credit Card,R. Johnson,387.98
4465,2025-07-05,1007,2009,402,1,3223.14,3,Apple Pay,D. Williams,1074.3799999999999
4466,2024-05-12,1254,2078,404,4,1158.25,1,Credit Card,S. Patel,1158.25
4467,2024-11-15,1068,2039,404,0,504.09,3,Apple Pay,R. Johnson,168.03
4468,2024-04-26,1021,2008,405,0,3477.45,3,Apple Pay,L. Martinez,1159.1499999999999
4469,2025-04-25,1036,2075,405,0,977.21,1,Cash,K. Nguyen,977.21
4470,2024-09-18,1035,2008,403,1,4636.6,4,Apple Pay,K. Nguyen,1159.15
4471,2024-08-28,1016,2018,404,4,7177.66,7,PayPal,J. Alvarez,1025.3799999999999
4472,2024-03-13,1099,2092,402,2,366.34,1,PayPal,K. Nguyen,366.34
4473,2025-10-08,1154,2017,403,2,1305.88,2,Debit Card,S. Patel,652.94
4474,2025-07-29,1042,2049,405,4,1080.16,4,Apple Pay,M. Chen,270.04
4475,2024-03-21,1021,2042,405,3,405.68,2,Apple Pay,A. Torres,202.84
4476,2025-10-21,1049,2075,405,1,5863.26,6,Apple Pay,K. Nguyen,977.21
4477,2025-05-10,1027,2012,402,3,2051.31,3,Debit Card,K. Nguyen,683.77
4478,2024-10-23,1010,2059,402,0,248.08,2,Apple Pay,S. Patel,124.04
4479,2025-06-04,1072,2029,403,3,3343.52,2,PayPal,S. Patel,1671.76
4480,2025-09-01,1069,2025,403,3,4292.44,4,PayPal,K. Nguyen,1073.11
4481,2024-04-08,1114,2029,404,0,1671.76,1,Apple Pay,M. Chen,1671.76
4482,2024-08-29,1026,2073,403,1,727.71,1,Cash,K. Nguyen,727.71
4483,2024-01-12,1106,2090,401,4,800.52,2,Debit Card,D. Williams,400.26
4484,2024-11-09,1075,2043,404,3,410.32,4,Debit Card,L. Martinez,102.58
